label,C_wt_percent,Mn_wt_percent,P_wt_percent,S_wt_percent
Random_0000,0.20629379965820233,0.20225993572422307,0.011797633765857959,0.008190500617248119
Random_0001,0.05689224082008395,1.64297956264597,0.046243904903325764,0.011786401514087143
Random_0002,0.24682759566993562,1.7907961169112532,0.026135552306247065,0.010553619441683062
Random_0003,0.24815127084873634,0.5061496304126814,0.037331885559500774,0.025567667978997552
Random_0004,0.2785851412649243,0.5406255583521957,0.04015713130238406,0.021208436437255854
Random_0005,0.07330890932103491,0.41521758715741464,0.0253916594563919,0.023726260983997476
Random_0006,0.05937970629140152,0.12830034184444128,0.024085528215632583,0.029401489799147206
Random_0007,0.2759871450731953,1.2885146108973817,0.04593900605483252,0.03472291979265722
Random_0008,0.06935214760874645,1.7456421184026616,0.036806844882191436,0.011836746321658185
Random_0009,0.24012784818912203,1.7439212544030993,0.015672456886235406,0.021554641277181583
Random_0010,0.026088607953902086,1.2081529792870103,0.012657413581851261,0.03083358219804229
Random_0011,0.05622133267174375,0.694210286876457,0.0017092493627132816,0.0022695249426569856
Random_0012,0.15152704332962544,0.9897938154104946,0.007256825821731409,0.01104493769147143
Random_0013,0.005938427241526926,0.8240287208500562,0.029217781117811363,0.017664652080035054
Random_0014,0.251355192456028,1.2713333776793607,0.014038111688552464,0.03262986234140524
Random_0015,0.15234859133939008,1.5417396099073488,0.028738365230009225,0.018060174100733104
Random_0016,0.12186556110313991,0.14224704704776978,0.02399818862023017,0.02531877768416612
Random_0017,0.2841034591981689,0.9271195523144249,0.024796428750919863,0.021245490615200327
Random_0018,0.1255343390976742,1.1997118658173698,0.00444718299051054,0.020046969416925735
Random_0019,0.18499272434901104,1.5133703039073474,0.022061685701278085,0.012809283176172987
Random_0020,0.006737559828653572,1.5373100432773188,0.004801222539730246,0.02010953346869764
Random_0021,0.09478652355082459,1.6975621081350858,0.04757331725025412,0.01343610857064094
Random_0022,0.26984164523324594,0.7413051961596502,0.04079349341516525,0.032154900324305444
Random_0023,0.1983091272182683,0.5345365640736502,0.0077460487723711524,0.017550474418153442
Random_0024,0.04970393214069552,1.759218602697298,0.009777211116902274,0.0021814918028807604
Random_0025,0.1699786547544313,0.914731881368837,0.04307127365640836,0.0072724236456307816
Random_0026,0.11130434132058319,1.3169688799819028,0.046622888130976245,0.011210239861526892
Random_0027,0.20798903200664484,0.3832000394751889,0.03726759369763274,0.012434070037821324
Random_0028,0.07690480584827016,0.5366607319053424,0.01916190709321069,0.013813648411764752
Random_0029,0.18572929318635453,1.1349592603641085,0.03773251213965453,0.012503217131615566
Random_0030,0.28836334987063394,1.132617241340201,0.03429178327206636,0.027842110691214738
Random_0031,0.04992784886105381,0.3755464579475395,0.023640147280439217,0.021355407803160677
Random_0032,0.0852532021825506,0.4422297991937072,0.025692133272419298,0.026725895587939107
Random_0033,0.07248256375956885,0.5149946386410946,0.04779005388918775,0.029270824432405328
Random_0034,0.015129370236301166,1.9650723649641018,0.001416312148302544,0.011333513384400348
Random_0035,0.27561062470270775,0.25273666114062576,0.04288106950679607,0.006642418497483169
Random_0036,0.05787611793010435,1.5908795992685263,0.04487577877399263,0.018968638716819603
Random_0037,0.016352686249654993,0.6990799944038222,0.0017493692349282246,0.014617773720112956
Random_0038,0.19949645557165563,0.6039106511673699,0.032948923083606294,0.03717172766831744
Random_0039,0.1425109337824081,0.4935081652645127,0.04621299798734911,0.037888407826761346
Random_0040,0.04479716790610071,1.8093132141593558,0.015315309175082129,0.005998842285589589
Random_0041,0.03983262361880844,1.5429551464618427,0.005333683206523171,0.03076291800064717
Random_0042,0.07568747342592556,0.895689200853549,0.008007867579793344,0.026454122087775186
Random_0043,0.14004684842202847,0.8482772875416781,0.04042898373839253,0.018901589306137518
Random_0044,0.20901265950804643,1.5857792464771547,0.031129181653836525,0.038494244896046866
Random_0045,0.16750902398938997,0.5161238018149178,0.027552112303750452,0.010537722252495121
Random_0046,0.029581470077109605,1.5370879743125598,0.013960379876554595,0.013231977044637556
Random_0047,0.2965611431444675,0.8610598800308521,0.022624292695507375,0.036903350467573856
Random_0048,0.23806958159275157,1.7330159665477,0.023949478982707342,0.00928763937539305
Random_0049,0.024363450867770833,0.2516466362446762,0.00771248809811174,0.011504608042601509
Random_0050,0.23432531534905848,0.5360994167124206,0.021667885492041624,0.018867324863995335
Random_0051,0.09635736768109371,0.43632071507916514,0.014133508581450606,0.0342418208675819
Random_0052,0.2982513210405377,0.8042810661919496,0.023625794529414663,0.014064553592845079
Random_0053,0.11280441797499852,1.4056296395021894,0.037030989388002325,0.013364465983100537
Random_0054,0.047780925342141185,1.4442994049788693,0.022530158870928848,0.036735515747449814
Random_0055,0.12575356219156422,0.15265851327495095,0.03658079335143219,0.03944549372093894
Random_0056,0.14257673892613845,1.9100338387590765,0.008966895710211354,0.009301527833859829
Random_0057,0.1057460523248274,0.8712974684857664,0.045073451230070304,0.03892788102835749
Random_0058,0.1555126077246849,1.423814126973582,0.0317533297550011,0.03456077742091633
Random_0059,0.036795550842076294,1.1671821747317166,0.04060814093483304,0.03119485756201221
Random_0060,0.23140127608801597,1.964280066078698,0.0023868869772681726,0.0051378117622762655
Random_0061,0.05023212286573195,1.2036754462671415,0.022111026857832988,0.003501046986564701
Random_0062,0.08735902131648964,0.8424444832564143,0.025787689741808416,0.030473816792290186
Random_0063,0.14926199232991186,1.668882421638426,0.027482938881233925,0.014930144867437524
Random_0064,0.24276335686035377,0.45411923869654114,0.0445751625575253,0.02726313459215387
Random_0065,0.28624628934715163,0.49870169202976344,0.012404539499485803,0.018805792331861877
Random_0066,0.048882964535982586,0.1754805681717369,0.0182434974459452,0.030291864041796283
Random_0067,0.2672505849953649,0.5433288418921617,0.047270880871593375,0.0040902915642116195
Random_0068,0.02809599084048071,1.4402231165978097,0.0043223394275090045,0.03885524836401412
Random_0069,0.08589189403171896,0.34457524782087745,0.03865426877837326,0.017475583599556737
Random_0070,0.27052223876411585,1.0356712271447375,0.0013911977745298917,0.00737038180473067
Random_0071,0.034318727392272715,0.4445640377268991,0.014257840308238002,0.003939758919042713
Random_0072,0.2642829933331551,1.379256331101517,0.022754889239751084,0.03604981929672294
Random_0073,0.18544198516896815,1.3952713847069067,0.035919632522954256,0.018139095548025445
Random_0074,0.09148345075624552,1.7848412998790932,0.019085231018961674,0.018034974392778964
Random_0075,0.08650066819752289,1.1519247302177786,0.027369005290935406,0.01783761763216175
Random_0076,0.10921717127516384,1.1293118479512128,0.019720839151132253,0.03138486057902945
Random_0077,0.05025660197634404,1.4688773948994827,0.011224732518929637,0.03734896720848401
Random_0078,0.11857255520696851,0.7151822824778262,0.04514784011519102,0.0028476676264804247
Random_0079,0.29340230234381626,1.8645052697404123,0.03356680386214703,0.023214431951262698
Random_0080,0.15968409018027166,0.2584912255082731,0.005448324431844309,0.027935159643900313
Random_0081,0.2876004648306221,1.0694736200583634,0.0010499039986770222,0.033324835190283474
Random_0082,0.2500054921901092,0.7393725912936195,0.034311112937782745,0.006521762317288317
Random_0083,0.05315520352913971,1.4517218211299787,0.025986434599064277,0.023968098517608238
Random_0084,0.15949322551043818,1.8868884837880782,0.03964591680251662,0.036065811597110524
Random_0085,0.09102600631145763,1.9612601760949357,0.041120110275444974,0.00488308256514637
Random_0086,0.030696547033719202,0.4638899718742697,0.017482357370713963,0.009558071673423485
Random_0087,0.02029284286943132,0.9455249460931033,0.013863081140390782,0.019044127477660246
Random_0088,0.2361288051500984,0.7113680769547931,0.0029748464347354583,0.033546980957847014
Random_0089,0.14964395944947226,0.5638828310971785,0.04648460838835035,0.029672607048546795
Random_0090,0.12940266945445625,0.7595350958410529,0.004481537649822072,0.012140439862879368
Random_0091,0.21616968216675564,0.2437062619659595,0.019447419524123495,0.024071290176535896
Random_0092,0.22328717453641397,1.5113627701921826,0.015337785981165402,0.013840453407939188
Random_0093,0.05141777807637129,1.4856468982203759,0.0140080086022473,0.019736510306499463
Random_0094,0.27041912292649695,0.11221502861313705,0.0429779795717718,0.02985410471331338
Random_0095,0.1953199524636803,0.873446760230301,0.031576902981203095,0.037995278582567286
Random_0096,0.03310842399445354,0.22876669545812806,0.017684354732930563,0.005019205704733528
Random_0097,0.27573820708475466,1.596018606864011,0.008762497027934656,0.015571449682760388
Random_0098,0.12754043105884774,1.9134035256351678,0.017131767903016768,0.01972813231705317
Random_0099,0.16104384179410883,1.585426219869438,0.04353418772967569,0.027160205719989595
Random_0100,0.11218211940408267,0.5351874057960009,0.02050570171178782,0.02345767151367048
Random_0101,0.23124202308677913,1.9230443260325616,0.043796715598369784,0.031723257783515056
Random_0102,0.2706946284389902,1.4224956355958378,0.04732902117894204,0.021028390359018732
Random_0103,0.03186732955460973,1.4860915976743907,0.04747541585589452,0.002210570576747811
Random_0104,0.18851737456321455,0.6790601634679112,0.020804941077094203,0.03680585420565749
Random_0105,0.10364490839829443,1.2890446374143867,0.02174653868829157,0.03714645304680088
Random_0106,0.11375946709712412,0.2888211928581288,0.021530937675033855,0.016799643431693396
Random_0107,0.26618675249539275,0.7296872721397145,0.015406217750063327,0.016874227757252603
Random_0108,0.20884787281619557,0.9023951731254782,0.026580601349370805,0.028698486839235326
Random_0109,0.012905420850644046,0.35300254369096207,0.03653065833062998,0.03637984331889512
Random_0110,0.2607730126523866,1.4436852242548386,0.04911087832306218,0.03426331471204074
Random_0111,0.20965703585743264,1.316231222745117,0.04280344969613138,0.03532609043526893
Random_0112,0.08584120482113515,1.72263635697637,0.029822133330448756,0.0010072688113134775
Random_0113,0.06314432816764233,1.5812365104299964,0.017767334359701674,0.03387937744292035
Random_0114,0.18278839425462542,1.9746443801962217,0.038428857391932865,0.0046287326823209445
